	   3   0   4 0.6276167159
	   4   0   4 1.42259789
	   5   0   4 0.7016968211
	   1   1   4 0.2306011065
	   2   1   4 1.087064041
	   3   1   4 3.127623302
	   4   1   4 2.824275222
	   5   1   4 3.812552725
	   0   2   4 0.1630596058
	   1   2   4 1.087064041
	   2   2   4 3.945841149
	   3   2   4 4.881712399
	   4   2   4 9.44537383
	   5   2   4 6.946444113
	   0   3   4 0.6276167159
	   1   3   4 3.127623302
	   2   3   4 4.881712399
	   3   3   4 12.29872567
	   4   3   4 12.29872567
	   5   3   4 19.96671698
	   0   4   4 1.42259789
	   1   4   4 2.824275222
	   2   4   4 9.44537383
	   3   4   4 12.29872567
	   4   4   4 26.44226026
	   5   4   4 24.06318831
	   0   5   4 0.7016968211
	   1   5   4 3.812552725
	   2   5   4 6.946444113
	   3   5   4 19.96671698
	   4   5   4 24.06318831
	   5   5   4 47.52945017
	   3   0   5 0.2105090461
	   4   0   5 0.7016968211
	   5   0   5 1.516740397
	   2   1   5 0.3646123636
	   3   1   5 1.403393639
	   4   1   5 3.812552725
	   5   1   5 3.451891938
	   1   2   5 0.3646123636
	   2   2   5 1.718799166
	   3   2   5 5.689468514
	   4   2   5 6.946444113
	   5   2   5 12.78860716
	   0   3   5 0.2105090461
	   1   3   5 1.403393639
	   2   3   5 5.689468514
	   3   3   5 8.593995828
	   4   3   5 19.96671698
	   5   3   5 19.21675886
	   0   4   5 0.7016968211
	   1   4   5 3.812552725
	   2   4   5 6.946444113
	   3   4   5 19.96671698
	   4   4   5 24.06318831
	   5   4   5 47.52945017
	   0   5   5 1.516740397
	   1   5   5 3.451891938
	   2   5   5 12.78860716
	   3   5   5 19.21675886
	   4   5   5 47.52945017
	   5   5   5 51.56397484
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
